[STRING]
String = 60000,test
String = 63303,設下火計，讓敵人受到烈火焚身的傷害。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63304,事先設置陷阱，讓敵人被從腳下竄起的火舌燒死。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63305,設下連環火計，誘使大量敵人陷入火海的包圍。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63306,派出二台弩車，射出大量的箭矢攻擊敵軍。\n時間強化：夜晚\n地形無效：森林，室內\n天候無效：下雪，下雨
String = 63307,派出四台弩車，射出大量的箭矢攻擊敵軍。\n時間強化：夜晚\n地形無效：森林，室內\n天候無效：下雪，下雨
String = 63308,派出六台弩車，以綿密無空隙的箭網攻擊敵軍。\n時間強化：夜晚\n地形無效：森林，室內\n天候無效：下雪，下雨
String = 63309,派出一組弓箭隊，施放著火的箭矢攻擊敵人。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63310,派出兩組弓箭隊，施放滿天箭雨，令敵人傷亡慘重。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63311,派出三組弓箭隊，以火箭對敵軍施放大範圍箭雨。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63312,從我軍後方發射長距離的龍砲，對敵軍進行砲擊。\n地形強化：山地\n地形無效：室內\n天候無效：下雪，下雨
String = 63313,以數台龍砲進行齊射攻勢，發動大規模砲擊。\n地形強化：山地\n地形無效：室內\n天候無效：下雪，下雨
String = 63314,以多台龍砲進行齊射攻勢，對敵軍發動毀滅性砲擊。\n地形強化：山地\n地形無效：室內\n天候無效：下雪，下雨
String = 63315,派出三台投石車，以著火的石塊攻擊敵人。\n地形強化：森林\n地形無效：室內\n天候無效：下雪，下雨
String = 63316,派出五台投石車，拋射出炬石落在敵軍密集處。\n地形強化：森林\n地形無效：室內\n天候無效：下雪，下雨
String = 63317,派出七台投石車，以大量炬石對敵軍進行密集轟炸。\n地形強化：森林\n地形無效：室內\n天候無效：下雪，下雨
String = 63318,推出一具火輪，碾死路徑上的敵人。\n地形強化：森林\n地形無效：雪地，水上，室內\n天候無效：下雪，下雨
String = 63319,將兩具火輪並排推入敵軍之中，造成大量死傷。\n地形強化：森林\n地形無效：雪地，水上，室內\n天候無效：下雪，下雨
String = 63320,同時推出三具火輪，令敵人無處可逃。\n地形強化：森林\n地形無效：雪地，水上，室內\n天候無效：下雪，下雨
String = 63321,將巨大的石塊推入敵陣，令敵軍受到傷害。\n地形強化：山地\n地形無效：水上
String = 63322,將五顆石頭滾入敵陣，殺得敵人措手不及。\n地形強化：山地\n地形無效：水上
String = 63323,將大量大石塊推進敵陣裡，造成敵軍大量死傷。\n地形強化：山地\n地形無效：水上
String = 63324,預備列
String = 63325,預備列
String = 63326,預備列
String = 63327,以地底噴出的水柱沖垮敵兵。\n地形強化：水上\n天候強化：下雨\n地形無效：沙漠
String = 63328,從地底深處噴出強力水柱，引發災害。\n地形強化：水上\n天候強化：下雨\n地形無效：沙漠
String = 63329,誘發大規模的水柱群沖出地表，釀成嚴重的災害。\n地形強化：水上\n天候強化：下雨\n地形無效：沙漠
String = 63330,預先在戰場上設置機關，以長矛貫穿敵人。\n地形強化：森林，沙漠\n地形無效：平地，水上，雪地，山地\n天候無效：下雨，下雪
String = 63331,設置好幾組機關，以連環陷阱刺殺大量的敵人。\n地形強化：森林，沙漠\n地形無效：平地，水上，雪地，山地\n天候無效：下雨，下雪
String = 63332,設下連環機關，使敵軍死在長矛之下，逃生無門。\n地形強化：森林，沙漠\n地形無效：平地，水上，雪地，山地\n天候無效：下雨，下雪
String = 63333,預備列
String = 63334,預備列
String = 63335,預備列
String = 63336,預備列
String = 63337,預備列
String = 63338,預備列
String = 63339,從敵將腳底下刺出石柱。\n地形強化：山地，室內\n地形無效：水上，沙漠
String = 63340,從敵將腳底下刺出石柱，並波及其他敵兵。\n地形強化：山地，室內\n地形無效：水上，沙漠
String = 63341,以將地面翻過來的規模，在敵將周圍刺出大量石柱。\n地形強化：山地，室內\n地形無效：水上，沙漠
String = 63342,設置陷阱，在敵軍行進的路線上昇起一道炎牆。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63343,升起一道火海狀的長城，阻擋大軍行進。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63344,升起三道火柱，殺傷力強大，需要耗費大量技力。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63345,升起四道火柱，殺傷力極強，但耗費的技力也非常驚人。\n地形強化：森林\n地形無效：雪地，水上\n天候無效：下雪，下雨
String = 63346,預先設置太極法陣，待敵軍接近時，令法陣自行啟動。\n地形強化：室內\n時間無效：白天
String = 63347,設置大量太極法陣，待敵軍接近，發動爆炸性的連鎖攻擊。\n地形強化：室內\n時間無效：白天
String = 63348,以蘊含八卦之力的靈劍，對二個方向敵軍攻擊。\n地形強化：室內\n時間無效：白天
String = 63349,以蘊含八卦之力的靈劍，對四個方向敵軍攻擊。\n地形強化：室內\n時間無效：白天
String = 63350,以蘊含八卦之力的靈劍，對六個方向敵軍攻擊。\n地形強化：室內\n時間無效：白天
String = 63351,在敵陣當中落下閃電。\n地形強化：水上\n天候強化：下雨\n地形無效：室內
String = 63352,在敵陣當中落下大量閃電。\n地形強化：水上\n天候強化：下雨\n地形無效：室內
String = 63353,施展術法，呼喚末日般的天雷之陣降臨在敵陣營上。\n地形強化：水上\n天候強化：下雨\n地形無效：室內
String = 63354,在所有敵將身上落下閃電。\n地形強化：水上\n天候強化：下雨\n地形無效：室內
String = 63355,以強力落雷連續攻擊所有敵將。\n地形強化：水上\n天候強化：下雨\n地形無效：室內
String = 63356,召喚威力強大的天雷，對所有敵將造成傷害。\n地形強化：水上\n天候強化：下雨\n地形無效：室內
String = 63357,以少量伏兵埋於我軍後方，等待時機，加入戰局。\n時間強化：白天
String = 63358,以多量伏兵埋於我軍後方，等待時機，加入戰局。\n時間強化：白天
String = 63359,以大量伏兵埋於我軍後方，等待時機，加入戰局。\n時間強化：白天
String = 63360,以少量伏兵埋於敵軍後方，等待時機，加入戰局。\n時間強化：夜晚
String = 63361,以多量伏兵埋於敵軍後方，等待時機，加入戰局。\n時間強化：夜晚
String = 63362,以大量伏兵埋於敵軍後方，等待時機，加入戰局。\n時間強化：夜晚
String = 63363,以兩台鐵甲運兵車將士兵載運到戰場中央。\n地形強化：平地\n地形無效：森林，水上，室內
String = 63364,以三台鐵甲運兵車將士兵載運到戰場中央。\n地形強化：平地\n地形無效：森林，水上，室內
String = 63365,以四台鐵甲運兵車將士兵載運到戰場中央。\n地形無效：森林，水上，室內
String = 63366,以術法操縱火石，使其圍繞在武將四周。\n地形強化：森林\n地形無效：雪地\n天候無效：下雪，下雨
String = 63367,以術法操縱數顆火石，燒死意圖來犯的敵人。\n地形強化：森林\n地形無效：雪地\n天候無效：下雪，下雨
String = 63368,喚出數量龐大的火石，組成既可攻、亦可守的陣勢。\n地形強化：森林\n地形無效：雪地\n天候無效：下雪，下雨
String = 63369,放出會爆炸、也會自行追敵的蓮花燈。\n地形強化：室內\n時間強化：夜晚\n地形無效：水上\n天候無效：下雨
String = 63370,放出數個蓮花燈，讓蓮花燈自行去攻擊敵人。\n地形強化：室內\n時間強化：夜晚\n地形無效：水上\n天候無效：下雨
String = 63371,一口氣放出大量蓮花燈，對敵軍發動連續的爆炸。\n地形強化：室內\n時間強化：夜晚\n地形無效：水上\n天候無效：下雨
String = 63372,釋放出兩把能自行索敵、攻擊的心劍。\n時間強化：夜晚\n天候無效：下雨
String = 63373,釋放出四把能自行索敵、攻擊的心劍。\n時間強化：夜晚\n天候無效：下雨
String = 63374,數把光劍排列在武將周圍，旋轉斬殺來襲的敵人。\n地形無效：森林\n天候無效：下雨，下雪，白天
String = 63375,喚出兩把神兵隨在武將身邊，讓其自行去攻擊敵人。\n地形無效：森林\n天候無效：下雨，下雪，白天
String = 63376,瘋狂砍殺的大招式，能對敵將造成莫大傷害。
String = 63377,放出龍捲風，將路徑上的敵人全部吹到天空去。\n地形強化：沙漠\n地形無效：森林，山地
String = 63378,放出數個龍捲風，將路徑上的敵人全部吹到天空去。\n地形強化：沙漠\n地形無效：森林，山地
String = 63379,掀起濤天狂嵐，令所有敵人陷入天地變異的大災難中。\n地形強化：沙漠\n地形無效：森林，山地
String = 63380,預備列
String = 63381,預備列
String = 63382,預備列
String = 63383,派出一排長槍兵為敢死隊，自大軍中殺出重圍。\n地形強化：平地\n地形無效：森林，水上
String = 63384,派出一排精銳騎兵，在敵軍的陣勢當中殺出一條血路。\n地形無效：森林，水上
String = 63385,派出身上著火的發狂火牛進行突擊。\n地形強化：森林\n地形無效：水上\n天候無效：下雨
String = 63386,一次派出好幾頭火牛衝入敵軍，擾亂敵軍陣勢。\n地形強化：森林\n地形無效：水上\n天候無效：下雨
String = 63387,派出一大群火牛做為前鋒突擊之用，對敵全軍進行攻擊。\n地形強化：森林\n地形無效：水上\n天候無效：下雨
String = 63388,派出兩台衝車闖入敵軍最密集的地方，撞散敵軍的陣勢。\n地形強化：平地，城寨\n地形無效：水上，山地，森林，室內
String = 63389,派出四台衝車，令敵軍的陣勢在一瞬間崩潰。\n地形無效：水上，山地，森林，室內
String = 63390,召喚出兩隻可怕的屍鬼。\n地形強化：室內\n天候無效：白天
String = 63391,召喚出四隻屍鬼，命令他們攻擊眼前的敵人。\n地形強化：室內\n天候無效：白天
String = 63392,在敵陣中同時召喚出六隻屍鬼，殺得敵人措手不及。\n地形強化：室內\n天候無效：白天
String = 63393,派出兩台造型怪異的機關怪獸，噴火攻擊敵人。\n地形強化：森林，城寨\n地形無效：水上，室內\n天候無效：下雨
String = 63394,派出四台造型怪異的機關怪獸，噴火攻擊敵人。\n地形強化：森林，城寨\n地形無效：水上，室內\n天候無效：下雨
String = 63395,放出野獸，任憑野獸自行去咬死敵人。\n地形強化：森林\n時間強化：夜晚\n地形無效：雪地，水上
String = 63396,放出更多的野獸，任憑野獸自行去咬死敵人。\n地形強化：森林\n時間強化：夜晚\n地形無效：雪地，水上
String = 63397,發動萬獸奔騰的攻勢，即使大軍團也難以匹敵。\n地形強化：森林\n時間強化：夜晚\n地形無效：雪地，水上
String = 63398,發射出特製的飛行兵器，自上空投下炸彈。\n時間強化：夜晚\n地形無效：室內\n天候無效：下雨，下雪
String = 63399,派出數台神鳶，對敵軍進行轟炸。\n時間強化：夜晚\n地形無效：室內\n天候無效：下雨，下雪
String = 63400,派出大批神鳶，對敵全軍發動轟炸攻擊。\n時間強化：夜晚\n地形無效：室內\n天候無效：下雨，下雪
String = 63401,派出兩台井闌，從居高臨下的位置以箭雨射殺敵人。\n地形強化：平地，城寨\n地形無效：森林，水上，室內
String = 63402,派出四台井闌，從居高臨下的位置以箭雨射殺敵人。\n地形強化：平地\n地形無效：森林，水上，室內
String = 63403,施展奇門遁甲，使活動中的敵人全靜止不動。\n時間強化：夜晚
String = 63404,打開空間洞穴，將敵人吸入。\n地形強化：室內\n時間無效：白天
String = 63405,打開通往冥府的洞穴，將敵人全部拖到幽冥之底。\n地形強化：室內\n時間無效：白天
String = 63406,進行快速治療，回復單一武將少許體力。\n時間強化：白天
String = 63407,進行快速治療，回復單一武將部分體力。\n時間強化：白天
String = 63408,進行快速治療，回復單一武將大量體力。\n時間強化：白天
String = 63409,進行快速治療，回復全體武將少許體力。\n時間強化：白天
String = 63410,進行快速治療，回復全體武將部分體力。\n時間強化：白天
String = 63411,進行快速治療，回復全體武將大量體力。\n時間強化：白天
String = 63412,揮出三道劍氣，掃平沿路上敵兵，直取目標敵將。\n地形強化：沙漠\n地形無效：森林
String = 63413,揮出五道劍氣，直取敵將，對沿路敵兵的威脅性更大。\n地形強化：沙漠\n地形無效：森林
String = 63414,揮出七道劍氣，除殺傷敵將，其威力甚至能掃平軍隊。\n地形強化：沙漠\n地形無效：森林
String = 63415,發出三道劍氣，劍氣會全部集中攻擊一名敵將。\n地形強化：山地\n地形無效：森林
String = 63416,同時發出五道強力劍氣，集中對一名敵將造成莫大傷害。\n地形無效：森林
String = 63417,凝聚鬥氣成形，對敵軍投擲出一把飛戟。\n時間無效：白天
String = 63418,鎖定敵將，以渾身氣力擊發弓箭，在夜晚時有更大威力。\n時間強化：夜晚\n天候無效：下雨，下雪
String = 63419,鎖定敵將，以渾身氣力擊發弓箭，在白晝時有更大威力。\n時間強化：白天\n天候無效：下雨，下雪
String = 63420,鎖定一名武將，投擲一把飛刀攻擊該名敵將。
String = 63421,將渾身的鬥氣提升，幻化出金色武將出擊，衝殺敵全軍。
String = 63422,召喚神劍，將落在敵陣頭上，並落下大量劍雨。\n時間強化：白天\n地形無效：室內
String = 63423,召喚二把神劍，將落在敵陣頭上，並同時落下大量劍雨。\n時間強化：白天\n地形無效：室內
String = 63424,召喚數把神劍，以巨大神劍以及劍雨在敵陣上發動攻勢。\n時間強化：白天\n地形無效：室內
String = 63425,召喚出神聖的黃龍，以黃龍天火攻擊敵全軍。
String = 63426,引發大規模地震，使地層下岩石破土而出，攻擊敵全軍。
String = 63427,將大量石塊捲入高空，再令其高速落下攻擊敵全軍。
String = 63428,預備列
String = 63429,預備列
String = 63430,預備列
String = 63431,預備列
String = 63432,發射出能引動天雷的電球攻擊敵人。\n地形強化：水上\n天候強化：下雨\n地形無效：森林
String = 63433,釋放出數顆可自動追敵的雷球，誘發連續的雷擊。\n地形強化：水上\n天候強化：下雨\n地形無效：森林
String = 63434,同時放出數量龐大的雷球，在敵軍內引動大規模的攻擊。\n地形強化：水上\n天候強化：下雨\n地形無效：森林
String = 63435,在武將前後放置兩面盾牌，在時間內呈現無敵狀態。\n地形強化：森林，山地，室內\n時間無效：白天
String = 63436,在武將前後放置兩面盾牌，在時間內呈現無敵狀態。\n地形強化：森林，山地，室內\n時間無效：白天
String = 63437,在武將前後放置兩面盾牌，在時間內呈現無敵狀態。\n地形強化：森林，山地，室內\n時間無效：白天
String = 63438,在一定範圍內，以三道薄如水刃的衝擊波攻擊敵人。\n地形強化：水上，雪地\n地形無效：森林
String = 63439,在一定範圍內，擊出五道並排的月刃衝擊波。\n地形強化：水上，雪地\n地形無效：森林
String = 63440,在一定範圍內，擊出七道並排、宛如海嘯般的月刃衝擊波。\n地形強化：水上，雪地\n地形無效：森林
String = 63441,召喚出東方的守護獸，神獸之一的青龍。
String = 63442,召喚出北方的守護獸，神獸之一的玄武。
String = 63443,召喚出西方的守護獸，神獸之一的白虎。
String = 63444,召喚出南方的守護獸，神獸之一的朱雀。
String = 63445,在敵陣裡召喚兩個八卦刀輪陣，以迴轉刀輪斬殺敵人。\n地形強化：室內\n時間無效：白天
String = 63446,在敵陣裡召喚四個八卦刀輪陣，以迴轉刀輪斬殺敵人。\n地形強化：室內\n時間無效：白天
String = 63447,在敵陣裡召喚六個八卦刀輪陣，以迴轉刀輪斬殺敵人。\n地形強化：室內\n時間無效：白天
String = 63448,以符咒化為士兵，在時間內將吸引敵軍的注意力。\n時間強化：夜晚
String = 63449,以符咒化為士兵，在一段時間內將吸引敵軍的注意力。\n時間強化：夜晚
String = 63450,以符咒化為士兵，在長時間內將吸引敵軍的注意力。\n時間強化：夜晚
String = 63451,預備列
String = 63452,預備列
String = 63453,預備列
String = 63454,以三個血腥的刀輪斬殺眼前的敵人。\n地形強化：山地，沙漠\n地形無效：森林
String = 63455,以五個血腥的刀輪斬殺眼前的敵人。\n地形強化：山地，沙漠\n地形無效：森林
String = 63456,操作七個刀輪，對敵軍發動攻擊，殺傷力極為強大。\n地形強化：山地，沙漠\n地形無效：森林
String = 63457,派出兩名忍者，以土遁忍術潛入敵軍，伺機偷襲。\n地形強化：森林，山地\n時間強化：夜晚\n地形無效：水上
String = 63458,派出四名忍者，以土遁忍術潛入敵軍，伺機偷襲。\n地形強化：森林，山地\n時間強化：夜晚\n地形無效：水上
String = 63459,派出六名忍者以土遁忍術發動偷襲，打得敵軍措手不及。\n地形強化：森林，山地\n時間強化：夜晚\n地形無效：水上
String = 63460,派出一排忍者，投擲出威力強大的炸裂彈。\n地形強化：森林，城寨，室內\n地形無效：水上\n天候無效：下雨
String = 63461,派出兩排忍者，投擲數量龐大的炸裂彈，對敵軍爆擊。\n地形強化：森林，城寨，室內\n地形無效：水上\n天候無效：下雨
String = 63462,派出三排忍者，以強力炸裂彈對敵軍進行大規模攻擊。\n地形強化：森林，城寨，室內\n地形無效：水上\n天候無效：下雨
String = 63463,派出十名忍者，從後方投擲飛鏢。\n時間強化：夜晚\n地形無效：森林
String = 63464,派出二十名忍者，從後方投擲飛鏢，射殺敵人。\n時間強化：夜晚\n地形無效：森林
String = 63465,派出三十名忍者，從後方投擲大量飛鏢，射殺敵人。\n時間強化：夜晚\n地形無效：森林
String = 63466,預備列
String = 63467,預備列
String = 63468,預備列
String = 63472,預備列
String = 63473,預備列
String = 63474,預備列
String = 63475,預備列
String = 63476,預備列
String = 63477,預備列
String = 63478,預備列
String = 63479,預備列
String = 63480,預備列
String = 63481,預備列
String = 63482,預備列
String = 63483,預備列
String = 63484,預備列
String = 63485,預備列
String = 63486,預備列
String = 63487,預備列
String = 63488,預備列
String = 63489,預備列
String = 63490,預備列
String = 63491,預備列
String = 63492,以大量伏兵埋於我軍後方，等待時機，加入戰局。
String = 63493,以大量伏兵埋於敵軍後方，等待時機，加入戰局。
String = 63494,預備列
String = 63495,預備列
String = 63496,預備列
String = 63497,預備列
String = 63498,預備列
String = 63499,派出身上著火的發狂火牛進行突擊。\n地形無效：森林\n天候無效：下雨
String = 63500,預備列
String = 63501,發動萬獸奔騰的攻勢，即使大軍團也難以匹敵。\n地形無效：雪地，水上
String = 63502,派出大批神鳶，對敵全軍發動轟炸攻擊。\n地形無效：室內\n天候無效：下雨，下雪
String = 63503,施展奇門遁甲，使活動中的敵人全靜止不動。
String = 63504,超地獄之門\n時間無效：白天
String = 63505,超活療術
String = 63506,超活天術
String = 63507,超日月輪斬
String = 63508,連弓
String = 63509,超神劍閃華\n地形無效：室內
String = 63510,預備列
String = 63511,在武將前後放置兩面盾牌，在時間內呈現無敵狀態。\n時間無效：白天
String = 63512,超月輪烈光斬\n地形無效：森林
String = 63513,在敵陣裡召喚八個八卦刀輪陣，以迴轉刀輪斬殺敵人。\n時間無效：白天
String = 63514,預備列
String = 63515,超鐵輪血斬陣\n地形無效：森林，沙漠
String = 63516,超土遁隱殺\n地形無效：水上
String = 63517,超火雷鬼玉破\n地形無效：水上\n天候無效：下雨
String = 63518,超隱忍鏢陣\n地形無效：森林
String = 63519,預備列
String = 63520,預備列
String = 63521,預備列
String = 63522,預備列
String = 63523,預備列
String = 63524,預備列
String = 63525,預備列
String = 63526,召喚流水之龍，以八顆流星般水彈衝撞敵軍。\n地形強化：水上\n天候強化：下雨\n地形無效：沙漠，室內
String = 63527,召喚流水之龍，以十六顆流星般水彈衝撞敵軍。\n地形強化：水上\n天候強化：下雨\n地形無效：沙漠，室內
String = 63528,召喚流水之龍，以二十四顆流星般水彈衝撞敵軍。
String = 63529,預備列
String = 63530,召喚大地之龍，在敵軍腳下引起地震。\n地形強化：山地\n地形無效：水上，室內
String = 63531,召喚大地之龍，在敵軍腳下引起強烈地震。\n地形強化：山地\n地形無效：水上，室內
String = 63532,召喚大地之龍，在敵軍腳下引起大範圍的強烈地震。\n地形強化：山地\n地形無效：水上，室內
String = 63533,預備列
String = 63534,召喚狂風之龍，捲起風暴侵襲敵軍。\n地形強化：沙漠\n地形無效：室內
String = 63535,召喚狂風之龍，捲起猛烈的風暴侵襲敵軍。\n地形強化：沙漠\n地形無效：室內
String = 63536,召喚狂風之龍，捲起猛烈的超大風暴侵襲敵軍。\n地形強化：沙漠\n地形無效：室內
String = 63537,預備列
String = 63538,召喚烈火之龍，燒死眼前敵人。\n地形強化：森林\n地形無效：水上\n天候無效：下雪，下雨
String = 63539,召喚烈火之龍，敵軍接觸者立即烈火焚身。\n地形強化：森林\n地形無效：水上\n天候無效：下雪，下雨
String = 63540,召喚烈火之龍，以灼熱烈焰將大批敵軍燒為焦炭。\n地形強化：森林\n地形無效：水上\n天候無效：下雪，下雨
String = 63541,預備列
String = 63542,自地獄召來魔劍，持之殺傷敵軍可吸取體力。\n時間強化：夜晚
String = 63543,自地獄召來幽冥魔劍，可殺傷敵軍並吸取體力。\n時間強化：夜晚
String = 63544,自地獄召來最強幽冥魔劍，可殺傷敵軍並吸取體力。\n時間強化：夜晚
String = 63545,預備列
String = 63546,以遁甲密法迎來聖劍，在時間內大幅增加殺傷力。\n時間強化：白天
String = 63547,以遁甲密法迎來天界聖劍，在時間內大幅增加殺傷力。\n時間強化：白天
String = 63548,以遁甲密法迎來至高天界聖劍，在時間內大幅增加殺傷力。\n時間強化：白天
String = 63549,預備列
String = 63550,喚出兩台輕量型鐵甲車，以尖銳的龍牙錐殺傷敵軍。\n地形強化：城寨\n地形無效：水上，山地，森林，室內
String = 63551,喚出四台輕量型鐵甲車，以尖銳的龍牙錐殺傷敵軍。\n地形強化：城寨\n地形無效：水上，山地，森林，室內
String = 63552,喚出六台輕量型鐵甲車，以尖銳的龍牙錐殺傷敵軍。\n地形強化：城寨\n地形無效：水上，山地，森林，室內
String = 63553,預備列
String = 63554,召喚出鎮守中央的守護獸之長，神獸之一的麒麟。
String = 63555,預備列
String = 63556,由異界召喚最強的機關車前來助陣。
String = 63557,由異界召喚究極的機關士兵前來助陣。
String = 63570,賊勢浩大，莫逞愚勇，我軍速退！
String = 63571,本將軍暫且放你一馬，來日再戰！
String = 63572,本將非是嗜殺之人，今日不與汝等計較。
String = 63573,無道鼠輩必有奸計，我軍宜速退。
String = 63574,今日形勢不利，當留存實力，以待良機。
String = 63589,一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四
String = 63590,【消耗】仙人用來控制機關木人的法器，可使用木人。
String = 63591,【消耗】仙人操縱死屍時所用的符咒，可使用屍兵。
String = 63592,【消耗】授予特殊任務時所用的機密文書，可使用忍者。
String = 63593,【消耗】象徵倭國朝廷權威的信物，可使用浪人。
String = 63594,【消耗】北方匈奴號召族人的工具，可使用匈奴兵。
String = 63595,【消耗】太平道信徒自製的兵符，可使用黃巾賊。
String = 63596,【消耗】大漢朝廷授予武將的兵符，可使用投石車。
String = 63597,【消耗】大漢朝廷授予武將的兵符，可使用弩車。
String = 63598,【消耗】從南蠻地方傳來的特殊兵符，可使用野獸兵。
String = 63599,【消耗】大漢朝廷授予武將的兵符，可使用女兵。
String = 63600,【消耗】從南蠻地方傳來的特殊兵符，可使用蠻兵。
String = 63601,【消耗】大漢朝廷授予武將的兵符，可使用輕騎兵。
String = 63602,【消耗】大漢朝廷授予武將的兵符，可使用弩兵。
String = 63603,【消耗】大漢朝廷授予武將的兵符，可使用短槍兵。
String = 63604,【消耗】大漢朝廷授予武將的兵符，可使用短弓兵。
String = 63605,【消耗】大漢朝廷授予武將的兵符，可使用輕步兵。
String = 63606,【消耗】記載箭矢之陣的兵書。
String = 63607,【消耗】記載天地之陣的上級兵書。
String = 63608,【消耗】記載翔鷹之陣的兵書。
String = 63609,【消耗】記載雁形之陣的兵書。
String = 63610,【消耗】記載錐形之陣的兵書。
String = 63611,【消耗】記載鉤形之陣的兵書。
String = 63612,【消耗】記載圓形之陣的兵書。
String = 63613,【消耗】記載方形之陣的兵書。
String = 63614,【消耗】忠誠+30
String = 63615,【消耗】忠誠+25
String = 63616,【消耗】忠誠+20
String = 63617,【消耗】忠誠+15
String = 63618,【消耗】忠誠+10
String = 63619,【消耗】忠誠+5
String = 63620,【消耗】智力+1
String = 63621,【消耗】武力+1
String = 63622,【消耗】技力+5
String = 63623,【消耗】技力+2
String = 63624,【消耗】體力+5
String = 63625,【消耗】體力+2
String = 63626,40級【劍】體力上限+20 技力上限+20\n武力+18
String = 63627,40級【劍】體力上限+20 技力上限+20\n武力+18
String = 63628,30級【劍】體力上限+20 技力上限+20\n武力+18  智力+1
String = 63629,29級【劍】體力上限+10 技力上限+10\n武力+16
String = 63630,25級【劍】體力上限+10 武力+16
String = 63631,25級【劍】體力上限+10 技力上限+5\n武力+14
String = 63632,23級【劍】技力上限+5 武力+13
String = 63633,22級【劍】武力+13
String = 63634,22級【劍】體力上限+5 武力+12
String = 63635,21級【劍】技力上限+5 武力+11
String = 63636,21級【劍】體力上限+5 武力+11
String = 63637,18級【劍】武力+11
String = 63638,15級【劍】武力+10
String = 63639,15級【劍】武力+8  智力+1
String = 63640,13級【劍】武力+8
String = 63641,11級【劍】武力+7
String = 63642,11級【劍】武力+8  智力-2
String = 63643,9級【劍】武力+7  智力-2
String = 63644,9級【劍】武力+6 
String = 63645,6級【劍】武力+5
String = 63646,5級【劍】武力+4
String = 63647,4級【劍】武力+2  智力+1
String = 63648,4級【劍】武力+3
String = 63649,1級【劍】武力+1
String = 63650,1級【劍】武力+1
String = 63651,22級【扇】體力上限+5\n武力+10  智力+10
String = 63652,20級【扇】武力+9  智力+9
String = 63653,16級【扇】體力上限+10\n武力+8  
String = 63654,16級【扇】武力+8  智力+8
String = 63655,12級【扇】武力+7
String = 63656,12級【扇】武力+6  智力+6
String = 63657,8級【扇】體力上限+10\n武力+5
String = 63658,8級【扇】武力+5  智力+5
String = 63659,5級【扇】武力+4  智力+4
String = 63660,29級【大刀】體力上限+20\n 技力上限+5  武力+18
String = 63661,26級【大刀】體力上限+5 技力上限+5\n武力+18
String = 63662,24級【大刀】武力+17
String = 63663,22級【大刀】武力+17  智力-4
String = 63664,22級【大刀】武力+16  智力-3
String = 63665,20級【大刀】武力+15  智力-3
String = 63666,20級【大刀】武力+14  智力-1
String = 63667,18級【大刀】武力+14  智力-3
String = 63668,18級【大刀】武力+13  智力-2
String = 63669,15級【大刀】武力+12  智力-2
String = 63670,13級【大刀】武力+11  智力-3
String = 63671,13級【大刀】武力+10  智力-2
String = 63672,11級【大刀】武力+10  智力-4
String = 63673,11級【大刀】武力+9  智力-2
String = 63674,8級【大刀】武力+8  智力-2
String = 63675,8級【大刀】武力+7  智力-1
String = 63676,6級【大刀】武力+8  智力-4
String = 63677,6級【大刀】武力+7  智力-2
String = 63678,4級【大刀】武力+6  智力-4
String = 63679,4級【大刀】武力+5  智力-4
String = 63680,2級【大刀】武力+4  智力-2
String = 63681,2級【大刀】武力+3  智力-1
String = 63682,1級【大刀】武力+2  智力-2
String = 63683,29級【槍】體力上限+10 技力上限+10\n武力+18
String = 63684,28級【槍】武力+17
String = 63685,25級【槍】體力上限+10 武力+17
String = 63686,23級【槍】武力+14
String = 63687,23級【槍】體力上限+10 武力+13
String = 63688,22級【槍】武力+13
String = 63689,18級【槍】體力上限+10 武力+10
String = 63690,18級【槍】武力+11
String = 63691,16級【槍】武力+10
String = 63692,16級【槍】體力上限+10 武力+9
String = 63693,15級【槍】武力+9
String = 63694,13級【槍】武力+9
String = 63695,13級【槍】體力上限+10 武力+7
String = 63696,11級【槍】武力+7
String = 63697,11級【槍】體力上限+10 武力+6
String = 63698,9級【槍】武力+6
String = 63699,7級【槍】武力+5
String = 63700,7級【槍】體力上限+5 武力+4
String = 63701,6級【槍】武力+4
String = 63702,6級【槍】體力上限+5 武力+3
String = 63703,4級【槍】武力+3
String = 63704,4級【槍】體力上限+5 武力+2
String = 63705,3級【槍】武力+3  智力-2
String = 63706,3級【槍】武力+2  智力-1
String = 63707,2級【槍】武力+2
String = 63708,2級【槍】體力上限+5  武力+1
String = 63709,1級【槍】武力+1
String = 63711,18級【弓】武力+9  速度+1
String = 63712,12級【弓】武力+6  速度+1
String = 63713,10級【弓】武力+6  
String = 63714,8級【弓】武力+5
String = 63715,7級【弓】武力+4
String = 63716,5級【弓】武力+3
String = 63717,3級【弓】武力+2
